,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date
1057603,2016-02-01,Fully Paid, 60 months,25000.0,102000.0,11.45,685.0,21.0,10+ years,C,MORTGAGE,2016-02-01
1057604,2016-02-01,Fully Paid, 36 months,6000.0,66000.0,14.78,705.0,,3 years,A,RENT,2016-02-01
1057605,2016-02-01,Fully Paid, 36 months,7000.0,23000.0,25.47,720.0,,2 years,C,RENT,2016-02-01
1057606,2016-02-01,Fully Paid, 36 months,3000.0,40000.0,29.22,690.0,17.0,3 years,B,RENT,2016-02-01
1057607,2016-02-01,Current, 60 months,17075.0,52000.0,27.86,700.0,49.0,3 years,E,MORTGAGE,2016-02-01
1057608,2016-02-01,Current, 60 months,16500.0,151250.0,17.87,720.0,,10+ years,C,MORTGAGE,2016-02-01
1057609,2016-02-01,Charged Off, 36 months,35000.0,120000.0,21.09,720.0,3.0,3 years,C,MORTGAGE,2016-02-01
1057610,2016-02-01,Fully Paid, 36 months,13000.0,140000.0,24.3,740.0,76.0,9 years,A,OWN,2016-02-01
1057611,2016-02-01,Fully Paid, 36 months,5575.0,21000.0,26.22,685.0,60.0,,C,OWN,2016-02-01
1057612,2016-02-01,Fully Paid, 36 months,6000.0,91000.0,21.93,695.0,,5 years,D,RENT,2016-02-01
1057613,2016-02-01,Charged Off, 36 months,13100.0,36000.0,27.93,680.0,,1 year,D,OWN,2016-02-01
1057614,2016-02-01,Fully Paid, 36 months,1000.0,60000.0,26.7,695.0,75.0,10+ years,C,MORTGAGE,2016-02-01
1057615,2016-02-01,Fully Paid, 36 months,5400.0,133000.0,24.52,715.0,,10+ years,C,MORTGAGE,2016-02-01
1057616,2016-02-01,Fully Paid, 36 months,2500.0,86000.0,7.23,790.0,,10+ years,A,MORTGAGE,2016-02-01
1057617,2016-02-01,Current, 60 months,24000.0,92000.0,17.96,660.0,16.0,5 years,C,RENT,2016-02-01
1057618,2016-02-01,Charged Off, 36 months,11000.0,41000.0,18.21,700.0,,5 years,B,RENT,2016-02-01
1057619,2016-02-01,Fully Paid, 36 months,5000.0,74000.0,13.31,720.0,,6 years,B,RENT,2016-02-01
1057620,2016-02-01,Charged Off, 36 months,17000.0,63000.0,24.65,670.0,19.0,2 years,C,RENT,2016-02-01
1057621,2016-02-01,Fully Paid, 36 months,5150.0,53000.0,38.02,665.0,18.0,2 years,D,MORTGAGE,2016-02-01
1057622,2016-02-01,Charged Off, 36 months,8000.0,50000.0,32.62,670.0,16.0,2 years,C,RENT,2016-02-01
1057623,2016-02-01,Fully Paid, 60 months,30000.0,109000.0,15.86,665.0,,4 years,C,MORTGAGE,2016-02-01
1057624,2016-02-01,Fully Paid, 36 months,35000.0,95000.0,22.75,745.0,,10+ years,D,OWN,2016-02-01
1057625,2016-02-01,Charged Off, 60 months,12000.0,53000.0,19.86,660.0,,10+ years,C,MORTGAGE,2016-02-01
1057626,2016-02-01,Fully Paid, 36 months,8000.0,110500.0,12.4,670.0,15.0,10+ years,B,MORTGAGE,2016-02-01
1057627,2016-02-01,Fully Paid, 36 months,11200.0,72000.0,21.46,705.0,14.0,4 years,B,MORTGAGE,2016-02-01
1057628,2016-02-01,Fully Paid, 36 months,30000.0,100000.0,25.59,675.0,26.0,4 years,D,RENT,2016-02-01
1057629,2016-02-01,Current, 60 months,12000.0,41000.0,17.71,695.0,,10+ years,C,OWN,2016-02-01
1057630,2016-02-01,Charged Off, 36 months,12000.0,128000.0,22.45,700.0,,2 years,C,MORTGAGE,2016-02-01
1057631,2016-02-01,Charged Off, 36 months,11550.0,25000.0,45.61,700.0,,,C,RENT,2016-02-01
1057632,2016-02-01,Fully Paid, 36 months,5000.0,65000.0,11.32,710.0,,8 years,A,MORTGAGE,2016-02-01
1057633,2016-02-01,Fully Paid, 36 months,4625.0,41500.0,19.69,670.0,37.0,10+ years,F,MORTGAGE,2016-02-01
1057634,2016-02-01,Charged Off, 60 months,21000.0,42000.0,34.71,685.0,11.0,3 years,E,OWN,2016-02-01
1057635,2016-02-01,Charged Off, 36 months,1200.0,19980.0,36.22,665.0,,,D,RENT,2016-02-01
1057636,2016-02-01,Fully Paid, 36 months,15000.0,75000.0,12.16,675.0,32.0,3 years,C,RENT,2016-02-01
1057637,2016-02-01,Fully Paid, 60 months,25000.0,73518.0,34.7,680.0,,8 years,D,RENT,2016-02-01
1057638,2016-02-01,Fully Paid, 36 months,4800.0,30000.0,26.79,705.0,,2 years,A,RENT,2016-02-01
1057639,2016-02-01,Charged Off, 60 months,10650.0,35000.0,18.35,665.0,20.0,10+ years,D,RENT,2016-02-01
1057640,2016-02-01,Fully Paid, 36 months,12000.0,70000.0,12.19,720.0,76.0,4 years,B,MORTGAGE,2016-02-01
1057641,2016-02-01,Charged Off, 36 months,10000.0,60000.0,14.0,670.0,,10+ years,B,RENT,2016-02-01
1057642,2016-02-01,Fully Paid, 36 months,6400.0,160000.0,8.24,685.0,19.0,2 years,B,MORTGAGE,2016-02-01
1057643,2016-02-01,Current, 60 months,24000.0,50000.0,28.25,670.0,,4 years,D,MORTGAGE,2016-02-01
1057644,2016-02-01,Fully Paid, 60 months,14400.0,50000.0,29.26,710.0,,< 1 year,D,MORTGAGE,2016-02-01
1057645,2016-02-01,Fully Paid, 60 months,10000.0,42000.0,7.11,670.0,,10+ years,D,MORTGAGE,2016-02-01
1057646,2016-02-01,Charged Off, 36 months,6000.0,50000.0,19.73,660.0,14.0,2 years,B,RENT,2016-02-01
1057648,2016-02-01,Fully Paid, 36 months,22125.0,44280.0,34.79,670.0,12.0,10+ years,D,MORTGAGE,2016-02-01
1057649,2016-02-01,Current, 60 months,17000.0,61620.37,14.94,740.0,,10+ years,B,RENT,2016-02-01
1057650,2016-02-01,Current, 60 months,35000.0,200000.0,15.62,670.0,80.0,2 years,C,MORTGAGE,2016-02-01
1057651,2016-02-01,Fully Paid, 36 months,6000.0,68000.0,12.34,675.0,,10+ years,C,RENT,2016-02-01
1057652,2016-02-01,Fully Paid, 36 months,28000.0,148000.0,8.79,730.0,,1 year,A,MORTGAGE,2016-02-01
1057654,2016-02-01,Charged Off, 60 months,24000.0,190000.0,8.63,700.0,29.0,10+ years,D,MORTGAGE,2016-02-01
1057655,2016-02-01,Charged Off, 60 months,35000.0,90000.0,22.79,695.0,15.0,10+ years,C,MORTGAGE,2016-02-01
1057656,2016-02-01,Current, 60 months,33600.0,71000.0,26.1,725.0,,< 1 year,C,MORTGAGE,2016-02-01
1057657,2016-02-01,Fully Paid, 36 months,20000.0,40000.0,25.29,685.0,,10+ years,A,RENT,2016-02-01
1057658,2016-02-01,Fully Paid, 36 months,20800.0,198000.0,12.33,690.0,17.0,2 years,B,MORTGAGE,2016-02-01
1057659,2016-02-01,Fully Paid, 36 months,17000.0,105000.0,4.85,690.0,63.0,10+ years,A,MORTGAGE,2016-02-01
1057660,2016-02-01,Late (31-120 days), 36 months,12575.0,60000.0,24.58,670.0,17.0,10+ years,D,RENT,2016-02-01
1057661,2016-02-01,Current, 60 months,33000.0,75000.0,29.94,665.0,,10+ years,E,MORTGAGE,2016-02-01
1057662,2016-02-01,Fully Paid, 60 months,15000.0,52000.0,12.94,760.0,,8 years,A,MORTGAGE,2016-02-01
1057663,2016-02-01,Fully Paid, 36 months,9600.0,54000.0,14.51,670.0,23.0,2 years,C,RENT,2016-02-01
1057664,2016-02-01,Fully Paid, 36 months,24000.0,106404.0,13.54,670.0,7.0,10+ years,C,MORTGAGE,2016-02-01
1057665,2016-02-01,Fully Paid, 36 months,15000.0,10324.74,208.49,710.0,52.0,4 years,C,MORTGAGE,2016-02-01
1057666,2016-02-01,Fully Paid, 36 months,16000.0,100000.0,26.78,665.0,26.0,5 years,C,MORTGAGE,2016-02-01
1057667,2016-02-01,Fully Paid, 36 months,3500.0,42200.0,11.23,715.0,,3 years,B,RENT,2016-02-01
1057668,2016-02-01,Charged Off, 36 months,4800.0,110000.0,7.38,685.0,67.0,8 years,F,RENT,2016-02-01
1057669,2016-02-01,Fully Paid, 36 months,24000.0,55000.0,30.22,705.0,,10+ years,A,MORTGAGE,2016-02-01
1057670,2016-02-01,Charged Off, 60 months,21925.0,160000.0,6.91,660.0,30.0,2 years,E,MORTGAGE,2016-02-01
1057671,2016-02-01,Fully Paid, 36 months,16800.0,90652.0,11.4,670.0,14.0,9 years,B,MORTGAGE,2016-02-01
1057672,2016-02-01,Fully Paid, 36 months,5000.0,50000.0,19.8,705.0,54.0,< 1 year,A,RENT,2016-02-01
1057673,2016-02-01,Fully Paid, 36 months,12000.0,150000.0,5.32,690.0,14.0,5 years,B,RENT,2016-02-01
1057674,2016-02-01,Fully Paid, 36 months,17000.0,34000.0,19.56,725.0,,10+ years,B,OWN,2016-02-01
1057675,2016-02-01,Fully Paid, 36 months,32000.0,86000.0,5.69,670.0,10.0,9 years,C,OWN,2016-02-01
1057676,2016-02-01,Fully Paid, 60 months,21000.0,88000.0,23.5,670.0,17.0,2 years,D,MORTGAGE,2016-02-01
1057677,2016-02-01,Fully Paid, 36 months,12800.0,40000.0,20.86,700.0,66.0,10+ years,B,MORTGAGE,2016-02-01
1057679,2016-02-01,Fully Paid, 60 months,30000.0,65000.0,30.84,705.0,,10+ years,C,RENT,2016-02-01
1057680,2016-02-01,Fully Paid, 36 months,15000.0,98000.0,10.2,665.0,12.0,4 years,B,MORTGAGE,2016-02-01
1057681,2016-02-01,Current, 60 months,16500.0,78000.0,29.43,715.0,,3 years,B,MORTGAGE,2016-02-01
1057683,2016-02-01,Fully Paid, 60 months,18000.0,70000.0,32.01,690.0,17.0,2 years,C,MORTGAGE,2016-02-01
1057684,2016-02-01,Fully Paid, 36 months,8000.0,60000.0,33.3,715.0,,9 years,B,RENT,2016-02-01
1057685,2016-02-01,Fully Paid, 60 months,24000.0,48000.0,20.2,705.0,,8 years,C,RENT,2016-02-01
1057686,2016-02-01,Charged Off, 60 months,16000.0,63719.0,12.71,685.0,46.0,10+ years,C,MORTGAGE,2016-02-01
1057687,2016-02-01,Fully Paid, 36 months,10000.0,55000.0,6.83,705.0,,10+ years,B,OWN,2016-02-01
1057688,2016-02-01,Fully Paid, 36 months,7000.0,50000.0,27.17,720.0,,6 years,A,MORTGAGE,2016-02-01
1057690,2016-02-01,Fully Paid, 36 months,6000.0,120000.0,12.84,665.0,,,C,MORTGAGE,2016-02-01
1057691,2016-02-01,Charged Off, 36 months,6050.0,42000.0,21.89,670.0,16.0,10+ years,D,MORTGAGE,2016-02-01
1057692,2016-02-01,Fully Paid, 36 months,10000.0,100000.0,2.36,695.0,23.0,8 years,A,OWN,2016-02-01
1057693,2016-02-01,Fully Paid, 36 months,12000.0,45000.0,16.61,740.0,,10+ years,A,MORTGAGE,2016-02-01
1057694,2016-02-01,Current, 60 months,16000.0,60000.0,8.11,720.0,,10+ years,B,RENT,2016-02-01
1057696,2016-02-01,Fully Paid, 36 months,10400.0,85000.0,5.92,795.0,,1 year,A,MORTGAGE,2016-02-01
1057697,2016-02-01,Fully Paid, 36 months,17200.0,41000.0,24.15,720.0,,5 years,B,RENT,2016-02-01
1057698,2016-02-01,Charged Off, 60 months,10000.0,65000.0,12.72,710.0,69.0,9 years,E,OWN,2016-02-01
1057699,2016-02-01,Fully Paid, 36 months,4000.0,80000.0,9.24,690.0,26.0,10+ years,B,MORTGAGE,2016-02-01
1057700,2016-02-01,Charged Off, 60 months,35000.0,85000.0,10.43,680.0,,10+ years,F,RENT,2016-02-01
1057701,2016-02-01,Charged Off, 36 months,5000.0,22000.0,34.53,680.0,,3 years,C,RENT,2016-02-01
1057702,2016-02-01,Fully Paid, 36 months,8000.0,50000.0,2.71,685.0,33.0,10+ years,B,MORTGAGE,2016-02-01
1057703,2016-02-01,Fully Paid, 60 months,21000.0,132000.0,11.41,750.0,,6 years,B,MORTGAGE,2016-02-01
1057704,2016-02-01,Fully Paid, 36 months,7175.0,78000.0,11.77,685.0,66.0,10+ years,E,MORTGAGE,2016-02-01
1057705,2016-02-01,Fully Paid, 36 months,5000.0,46000.0,28.91,670.0,49.0,,B,OWN,2016-02-01
1057706,2016-02-01,Charged Off, 60 months,15000.0,56280.0,33.97,675.0,48.0,6 years,E,RENT,2016-02-01
1057707,2016-02-01,Fully Paid, 36 months,21000.0,84000.0,28.19,675.0,,,C,OWN,2016-02-01
1057708,2016-02-01,Charged Off, 36 months,7400.0,80000.0,43.67,670.0,48.0,10+ years,F,MORTGAGE,2016-02-01
1057709,2016-02-01,Fully Paid, 36 months,24000.0,155000.0,17.95,685.0,,2 years,B,RENT,2016-02-01
1057710,2016-02-01,Fully Paid, 36 months,18000.0,73000.0,21.22,720.0,,< 1 year,A,MORTGAGE,2016-02-01
1057711,2016-02-01,Fully Paid, 36 months,10000.0,60000.0,15.62,680.0,12.0,1 year,C,RENT,2016-02-01
1057712,2016-02-01,Current, 36 months,3500.0,36000.0,38.08,660.0,,,F,RENT,2016-02-01
1057713,2016-02-01,Fully Paid, 36 months,35000.0,93000.0,10.44,670.0,48.0,6 years,C,MORTGAGE,2016-02-01
1057714,2016-02-01,Fully Paid, 36 months,12000.0,65000.0,28.67,670.0,28.0,2 years,B,RENT,2016-02-01
1057715,2016-02-01,Current, 60 months,17600.0,44000.0,15.11,660.0,,6 years,E,RENT,2016-02-01
1057716,2016-02-01,Current, 60 months,25900.0,41000.0,28.51,715.0,,10+ years,B,MORTGAGE,2016-02-01
1057717,2016-02-01,Fully Paid, 36 months,14000.0,38400.0,22.03,675.0,,< 1 year,B,RENT,2016-02-01
1057718,2016-02-01,Fully Paid, 36 months,10000.0,68343.0,14.71,675.0,,10+ years,C,RENT,2016-02-01
1057719,2016-02-01,Fully Paid, 36 months,10000.0,28000.0,11.1,680.0,13.0,10+ years,B,MORTGAGE,2016-02-01
1057720,2016-02-01,Current, 60 months,28000.0,98153.0,22.59,725.0,,10+ years,B,MORTGAGE,2016-02-01
1057721,2016-02-01,Fully Paid, 60 months,15000.0,46500.0,4.26,665.0,56.0,2 years,C,RENT,2016-02-01
1057722,2016-02-01,Current, 60 months,16000.0,75000.0,19.7,660.0,,< 1 year,C,MORTGAGE,2016-02-01
1057723,2016-02-01,Fully Paid, 36 months,18000.0,84000.0,27.3,675.0,42.0,10+ years,C,MORTGAGE,2016-02-01
1057724,2016-02-01,Fully Paid, 60 months,11200.0,44500.0,22.38,710.0,,8 years,D,RENT,2016-02-01
1057725,2016-02-01,Charged Off, 60 months,16925.0,90000.0,20.29,680.0,17.0,2 years,D,MORTGAGE,2016-02-01
1057726,2016-02-01,Fully Paid, 36 months,28000.0,63000.0,16.34,710.0,,5 years,C,RENT,2016-02-01
1057727,2016-02-01,Fully Paid, 36 months,4000.0,25000.0,1.2,775.0,,1 year,B,MORTGAGE,2016-02-01
1057729,2016-02-01,Charged Off, 60 months,30000.0,92000.0,34.88,695.0,25.0,< 1 year,F,RENT,2016-02-01
1057730,2016-02-01,Fully Paid, 60 months,20000.0,48500.0,22.66,665.0,,10+ years,C,RENT,2016-02-01
1057731,2016-02-01,Charged Off, 36 months,15500.0,42000.0,12.06,695.0,,10+ years,B,MORTGAGE,2016-02-01
1057732,2016-02-01,Fully Paid, 60 months,28000.0,100000.0,16.67,680.0,74.0,3 years,F,MORTGAGE,2016-02-01
1057733,2016-02-01,Charged Off, 36 months,20000.0,45000.0,22.37,665.0,10.0,9 years,C,RENT,2016-02-01
1057734,2016-02-01,Fully Paid, 36 months,8000.0,80000.0,9.75,665.0,40.0,6 years,B,OWN,2016-02-01
1057735,2016-02-01,Fully Paid, 36 months,10000.0,56000.0,17.08,700.0,,6 years,A,RENT,2016-02-01
1057736,2016-02-01,Fully Paid, 36 months,13400.0,60000.0,4.14,695.0,8.0,< 1 year,D,MORTGAGE,2016-02-01
1057737,2016-02-01,Fully Paid, 36 months,19000.0,47617.6,26.46,695.0,,8 years,B,RENT,2016-02-01
1057738,2016-02-01,Charged Off, 36 months,21000.0,123000.0,27.9,705.0,22.0,1 year,B,MORTGAGE,2016-02-01
1057739,2016-02-01,Fully Paid, 36 months,13000.0,26000.0,20.22,710.0,,3 years,C,MORTGAGE,2016-02-01
1057740,2016-02-01,Charged Off, 36 months,25000.0,90000.0,10.09,665.0,53.0,< 1 year,B,OWN,2016-02-01
1057741,2016-02-01,Fully Paid, 36 months,18000.0,88000.0,6.13,715.0,27.0,1 year,A,RENT,2016-02-01
1057742,2016-02-01,Fully Paid, 36 months,28000.0,270000.0,11.15,690.0,,2 years,C,RENT,2016-02-01
1057743,2016-02-01,Fully Paid, 60 months,24450.0,72744.0,19.56,675.0,6.0,10+ years,D,OWN,2016-02-01
1057744,2016-02-01,Fully Paid, 36 months,21600.0,172000.0,19.12,730.0,,10+ years,A,MORTGAGE,2016-02-01
1057745,2016-02-01,Fully Paid, 36 months,8000.0,88000.0,4.72,665.0,14.0,8 years,B,RENT,2016-02-01
1057746,2016-02-01,Fully Paid, 36 months,9800.0,50000.0,8.08,670.0,5.0,1 year,A,MORTGAGE,2016-02-01
1057747,2016-02-01,Late (31-120 days), 60 months,14000.0,100000.0,12.76,665.0,59.0,10+ years,D,MORTGAGE,2016-02-01
1057748,2016-02-01,Fully Paid, 36 months,1500.0,65000.0,20.79,680.0,,10+ years,C,RENT,2016-02-01
1057749,2016-02-01,Fully Paid, 36 months,9000.0,30000.0,12.72,660.0,17.0,1 year,D,RENT,2016-02-01
1057750,2016-02-01,Charged Off, 36 months,7000.0,27475.0,19.13,700.0,,5 years,C,MORTGAGE,2016-02-01
1057751,2016-02-01,Fully Paid, 36 months,10000.0,51183.0,20.8,720.0,,3 years,A,MORTGAGE,2016-02-01
1057752,2016-02-01,Fully Paid, 36 months,5000.0,60000.0,23.36,710.0,,8 years,B,MORTGAGE,2016-02-01
1057753,2016-02-01,Fully Paid, 36 months,11900.0,35000.0,20.27,670.0,38.0,2 years,E,RENT,2016-02-01
1057754,2016-02-01,Fully Paid, 36 months,15000.0,33670.0,25.58,705.0,26.0,3 years,B,RENT,2016-02-01
1057755,2016-02-01,Charged Off, 36 months,20000.0,49000.0,17.9,675.0,,7 years,C,RENT,2016-02-01
1057756,2016-02-01,Charged Off, 36 months,18500.0,72000.0,27.4,665.0,,9 years,C,RENT,2016-02-01
1057757,2016-02-01,Fully Paid, 60 months,19200.0,112000.0,32.0,720.0,,3 years,D,MORTGAGE,2016-02-01
1057759,2016-02-01,Fully Paid, 60 months,25000.0,117000.0,11.96,705.0,4.0,10+ years,B,MORTGAGE,2016-02-01
1057760,2016-02-01,Fully Paid, 36 months,10000.0,45000.0,9.73,665.0,37.0,3 years,C,RENT,2016-02-01
1057761,2016-02-01,Fully Paid, 36 months,16500.0,65000.0,28.36,670.0,29.0,3 years,B,MORTGAGE,2016-02-01
1057762,2016-02-01,Fully Paid, 36 months,25000.0,75000.0,10.72,680.0,9.0,4 years,C,MORTGAGE,2016-02-01
1057763,2016-02-01,Fully Paid, 36 months,3500.0,30000.0,39.12,685.0,,2 years,C,RENT,2016-02-01
1057764,2016-02-01,Fully Paid, 60 months,24000.0,58500.0,19.41,735.0,50.0,10+ years,B,MORTGAGE,2016-02-01
1057765,2016-02-01,Fully Paid, 60 months,13200.0,68000.0,25.67,705.0,8.0,,C,OWN,2016-02-01
1057766,2016-02-01,Fully Paid, 36 months,7700.0,33000.0,11.44,675.0,31.0,2 years,B,OWN,2016-02-01
1057767,2016-02-01,Current, 60 months,30000.0,75000.0,29.44,715.0,49.0,10+ years,C,MORTGAGE,2016-02-01
1057768,2016-02-01,Fully Paid, 36 months,6000.0,40000.0,27.42,680.0,11.0,2 years,B,RENT,2016-02-01
1057769,2016-02-01,Fully Paid, 36 months,12000.0,140000.0,12.27,745.0,,10+ years,A,MORTGAGE,2016-02-01
1057770,2016-02-01,Fully Paid, 36 months,5000.0,32000.0,26.82,700.0,,3 years,C,RENT,2016-02-01
1057771,2016-02-01,Current, 60 months,24000.0,110000.0,18.35,695.0,66.0,2 years,B,MORTGAGE,2016-02-01
1057772,2016-02-01,Fully Paid, 60 months,35000.0,80000.0,24.89,700.0,43.0,10+ years,D,OWN,2016-02-01
1057773,2016-02-01,Fully Paid, 36 months,32000.0,90000.0,17.51,690.0,51.0,10+ years,B,MORTGAGE,2016-02-01
1057774,2016-02-01,Fully Paid, 36 months,14250.0,60000.0,15.43,675.0,57.0,,C,MORTGAGE,2016-02-01
1057775,2016-02-01,Charged Off, 36 months,9975.0,40040.0,37.5,715.0,42.0,5 years,D,MORTGAGE,2016-02-01
1057776,2016-02-01,Fully Paid, 36 months,18000.0,50000.0,7.51,660.0,51.0,10+ years,B,OWN,2016-02-01
1057778,2016-02-01,Fully Paid, 36 months,4500.0,38000.0,17.97,690.0,,3 years,B,MORTGAGE,2016-02-01
1057779,2016-02-01,Fully Paid, 36 months,3425.0,49000.0,36.37,675.0,65.0,1 year,E,MORTGAGE,2016-02-01
1057780,2016-02-01,Fully Paid, 36 months,3325.0,50000.0,17.02,665.0,32.0,10+ years,D,MORTGAGE,2016-02-01
1057781,2016-02-01,Fully Paid, 36 months,16000.0,120000.0,10.92,720.0,,9 years,A,MORTGAGE,2016-02-01
1057782,2016-02-01,Fully Paid, 60 months,18000.0,63000.0,11.1,670.0,,1 year,C,RENT,2016-02-01
1057783,2016-02-01,Fully Paid, 36 months,15500.0,100000.0,28.03,770.0,,1 year,A,RENT,2016-02-01
1057784,2016-02-01,Charged Off, 36 months,15000.0,58500.0,14.22,670.0,,3 years,C,RENT,2016-02-01
1057785,2016-02-01,Fully Paid, 36 months,16000.0,120000.0,8.77,680.0,10.0,10+ years,A,MORTGAGE,2016-02-01
1057786,2016-02-01,Fully Paid, 36 months,11000.0,52000.0,36.12,675.0,28.0,8 years,C,MORTGAGE,2016-02-01
1057787,2016-02-01,Fully Paid, 36 months,18000.0,122000.0,23.21,700.0,6.0,10+ years,B,MORTGAGE,2016-02-01
1057788,2016-02-01,Fully Paid, 36 months,8000.0,55000.0,12.15,705.0,47.0,10+ years,B,MORTGAGE,2016-02-01
1057789,2016-02-01,Charged Off, 60 months,32000.0,78000.0,29.32,690.0,32.0,10+ years,F,RENT,2016-02-01
1057790,2016-02-01,Current, 60 months,20400.0,59081.0,23.64,665.0,45.0,2 years,E,RENT,2016-02-01
1057791,2016-02-01,Current, 60 months,32000.0,170000.0,21.97,675.0,,3 years,C,MORTGAGE,2016-02-01
1057792,2016-02-01,Charged Off, 36 months,28000.0,89000.0,13.23,700.0,5.0,3 years,B,MORTGAGE,2016-02-01
1057793,2016-02-01,Fully Paid, 36 months,1500.0,92000.0,20.04,735.0,1.0,10+ years,B,MORTGAGE,2016-02-01
1057794,2016-02-01,Fully Paid, 36 months,2775.0,22880.0,13.38,680.0,45.0,1 year,G,OWN,2016-02-01
1057795,2016-02-01,Fully Paid, 36 months,7200.0,61000.0,20.97,750.0,43.0,1 year,B,MORTGAGE,2016-02-01
1057796,2016-02-01,Fully Paid, 36 months,10000.0,94500.0,10.39,680.0,40.0,1 year,A,OWN,2016-02-01
1057797,2016-02-01,Late (31-120 days), 36 months,20000.0,75000.0,14.83,685.0,,< 1 year,C,OWN,2016-02-01
1057798,2016-02-01,Fully Paid, 36 months,20000.0,106000.0,12.36,690.0,,1 year,B,MORTGAGE,2016-02-01
1057799,2016-02-01,Fully Paid, 36 months,17200.0,53000.0,22.41,730.0,,< 1 year,B,MORTGAGE,2016-02-01
1057800,2016-02-01,Current, 60 months,10000.0,84000.0,18.46,695.0,,6 years,C,MORTGAGE,2016-02-01
1057801,2016-02-01,Late (31-120 days), 36 months,20000.0,83205.0,16.45,685.0,24.0,10+ years,C,MORTGAGE,2016-02-01
1057802,2016-02-01,Fully Paid, 36 months,5000.0,46800.0,19.21,720.0,15.0,2 years,A,MORTGAGE,2016-02-01
1057803,2016-02-01,Current, 60 months,21000.0,60950.0,15.51,720.0,55.0,< 1 year,C,MORTGAGE,2016-02-01
1057804,2016-02-01,Current, 60 months,25200.0,60000.0,21.72,705.0,,3 years,B,OWN,2016-02-01
1057805,2016-02-01,Fully Paid, 36 months,16000.0,57000.0,31.79,675.0,7.0,10+ years,B,MORTGAGE,2016-02-01
1057806,2016-02-01,Fully Paid, 36 months,14000.0,55000.0,15.47,670.0,,< 1 year,B,RENT,2016-02-01
1057807,2016-02-01,Fully Paid, 36 months,16000.0,82000.0,4.92,675.0,19.0,5 years,B,MORTGAGE,2016-02-01
1057808,2016-02-01,Fully Paid, 60 months,15825.0,85000.0,23.82,670.0,43.0,10+ years,D,MORTGAGE,2016-02-01
1057809,2016-02-01,Fully Paid, 36 months,8400.0,36500.0,22.89,765.0,,9 years,A,MORTGAGE,2016-02-01
1057810,2016-02-01,Fully Paid, 36 months,10000.0,98000.0,14.12,715.0,,2 years,F,RENT,2016-02-01
1057811,2016-02-01,Fully Paid, 36 months,32000.0,205000.0,22.64,675.0,,5 years,B,RENT,2016-02-01
1057812,2016-02-01,Fully Paid, 36 months,21000.0,125000.0,27.63,695.0,,10+ years,C,MORTGAGE,2016-02-01
1057813,2016-02-01,Current, 60 months,16000.0,69000.0,21.22,675.0,12.0,10+ years,D,RENT,2016-02-01
1057814,2016-02-01,Fully Paid, 36 months,30000.0,80000.0,15.71,680.0,17.0,10+ years,B,OWN,2016-02-01
1057815,2016-02-01,Charged Off, 36 months,4000.0,30000.0,29.32,680.0,,< 1 year,C,RENT,2016-02-01
1057816,2016-02-01,Fully Paid, 36 months,3300.0,48000.0,21.48,680.0,,10+ years,A,RENT,2016-02-01
1057817,2016-02-01,Fully Paid, 36 months,6000.0,75000.0,5.81,760.0,12.0,10+ years,A,MORTGAGE,2016-02-01
1057818,2016-02-01,Fully Paid, 36 months,6000.0,33600.0,23.71,695.0,,5 years,C,MORTGAGE,2016-02-01
1057819,2016-02-01,Fully Paid, 36 months,6800.0,97700.0,8.94,665.0,12.0,,B,MORTGAGE,2016-02-01
1057820,2016-02-01,Fully Paid, 60 months,25000.0,60000.0,28.28,705.0,,9 years,D,RENT,2016-02-01
1057821,2016-02-01,Fully Paid, 36 months,5000.0,89000.0,4.63,685.0,,3 years,B,RENT,2016-02-01
1057822,2016-02-01,Fully Paid, 36 months,21600.0,175000.0,13.62,690.0,13.0,10+ years,A,MORTGAGE,2016-02-01
1057823,2016-02-01,Fully Paid, 36 months,18000.0,85000.0,20.74,680.0,38.0,5 years,B,MORTGAGE,2016-02-01
1057824,2016-02-01,Charged Off, 36 months,11525.0,50000.0,27.44,710.0,,10+ years,E,MORTGAGE,2016-02-01
1057825,2016-02-01,Fully Paid, 36 months,6750.0,37800.0,19.08,670.0,41.0,3 years,B,RENT,2016-02-01
1057826,2016-02-01,Charged Off, 36 months,3650.0,42000.0,22.06,670.0,11.0,2 years,E,RENT,2016-02-01
1057827,2016-02-01,Fully Paid, 36 months,20000.0,120000.0,17.93,685.0,5.0,10+ years,A,MORTGAGE,2016-02-01
1057828,2016-02-01,Current, 60 months,15000.0,38000.0,22.84,690.0,,10+ years,C,OWN,2016-02-01
1057829,2016-02-01,Charged Off, 36 months,4750.0,14000.0,8.75,680.0,,,E,RENT,2016-02-01
1057830,2016-02-01,Fully Paid, 60 months,24000.0,77000.0,35.54,685.0,85.0,10+ years,E,MORTGAGE,2016-02-01
1057831,2016-02-01,Fully Paid, 60 months,35000.0,125000.0,10.08,665.0,35.0,10+ years,D,MORTGAGE,2016-02-01
1057832,2016-02-01,Charged Off, 36 months,9600.0,50000.0,12.22,690.0,4.0,8 years,B,RENT,2016-02-01
1057833,2016-02-01,Fully Paid, 36 months,9000.0,43000.0,5.76,660.0,,< 1 year,C,MORTGAGE,2016-02-01
1057834,2016-02-01,Fully Paid, 36 months,7000.0,35000.0,13.37,680.0,41.0,8 years,B,MORTGAGE,2016-02-01
